sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5
0.0,0.0,0.0524502739386129,0.0,0.0,0.0
0.117482517482517,0.0,0.135141199289543,0.0689499865149865,0.0692151894582339,0.0192612252265842
0.166433566433566,0.0649059373640713,0.206412245903637,0.152344130277375,0.127237542331882,0.0699989098520837
0.148251748251748,0.0526037067060338,0.21192484912962,0.222754259208225,0.135462022254475,0.106350790367691
0.165034965034965,0.0553909308394954,0.195368560254353,0.281451882610143,0.207547169811321,0.159913056916655
0.153846153846154,0.0574298608090474,0.179980206678442,0.283257055710493,0.201180129916386,0.15786182551421
0.132867132867133,0.0737413005654632,0.143731212620855,0.239571539964101,0.138848572810837,0.129450147471028
0.111888111888112,0.0924314919530231,0.049544707118971,0.200476057265683,0.0948234155781326,0.0837197454239951
0.151048951048951,0.155978142670726,0.0,0.132959173102667,0.0261248185776488,0.0314454263905056
0.0,0.0,0.110568817642702,0.0,0.0,0.0
0.102097902097902,0.0,0.134309195497867,0.0628837607926752,0.0546686018384132,0.0192769200814121
0.177622377622378,0.0621873640713354,0.205850834787668,0.152450224417558,0.127237542331882,0.0807351313798712
0.223776223776224,0.101266855154415,0.223343369396264,0.200040823620824,0.158684083212385,0.106929033520766
0.13006993006993,0.191151473180559,0.308374864840433,0.328637053724054,0.0875665215287857,0.0808966645092264
0.132867132867133,0.191319595476294,0.291411381332919,0.350060516851569,0.0667634252539913,0.0855061004428811
0.113286713286713,0.154279034362766,0.226611904045509,0.346973944281258,0.0561199806482825,0.0779053356521536
0.102097902097902,0.111801326663767,0.131403418464099,0.26854681000681,0.0459603289791969,0.0676038036650919
0.12027972027972,0.0591289691170074,0.0,0.150455613585381,0.0372520561199806,0.0452872920146531
0.0,0.0,0.118007064951373,0.0,0.0,0.0
0.0839160839160839,0.0,0.28868659480814,0.0938499607581961,0.0599903241412675,0.0288594542555302
0.151048951048951,0.0649059373640713,0.397596035100886,0.260737496084163,0.118087545487053,0.0968984486019263
0.19020979020979,0.0924314919530231,0.436365987882471,0.388731236075752,0.121915820029028,0.14615008322644
0.220979020979021,0.110442040017399,0.4126583800051,0.431065729154248,0.209482341557813,0.210295687133292
0.246153846153846,0.0900527403218791,0.367621821408978,0.425944543234543,0.305361874433824,0.227185474142086
0.290909090909091,0.0852952370595911,0.276887863252161,0.398019487543422,0.303821964199323,0.201124764717679
0.261538461538462,0.0472352109612875,0.133056020936717,0.309598309591643,0.209966134494436,0.13504616058202
0.170629370629371,0.0220884080034798,0.0,0.180379079867914,0.0459603289791969,0.0627878374611406
0.0,0.0,0.0481790072956206,0.0,0.0,0.0
0.0923076923076923,0.0,0.102716514730671,0.0691961396681397,0.0590227382680213,0.0275276907052221
0.151289886584004,0.0890332753371031,0.130466489204295,0.19038138442563,0.0919206579583938,0.0848073620834848
0.160839160839161,0.123695084819487,0.165728925948407,0.276017249548697,0.0774068698597001,0.0972306099262644
0.170629370629371,0.148841887777294,0.175653790829789,0.332988209422636,0.0759554910498307,0.105075626268029
0.151048951048951,0.204796642572165,0.149933207669408,0.314476874549551,0.08514755684567,0.091348834895269
0.127272727272727,0.258264462809917,0.112356249729509,0.259821551722299,0.0943396226415094,0.0835356168916689
0.102097902097902,0.241273379730318,0.059061322259964,0.222844222420854,0.0807934204160619,0.0665820040457945
0.0965034965034965,0.152240104393214,0.0,0.144303347153562,0.0556361877116594,0.044158418878843
0.0,0.0,0.0495676588269477,0.0,0.0,0.0
0.137062937062937,0.0,0.102895674321673,0.108165921628041,0.10062893081761,0.0282250024391802
0.251748251748252,0.0227680513266638,0.110026379840356,0.283292917131581,0.203323236230091,0.0678543061246227
0.296503496503496,0.0326228795128317,0.0912336336537753,0.365132375402375,0.197649027837707,0.0779053356521536
0.33550857495173,0.0295644845585037,0.0940799455720792,0.42168782994783,0.33394255406834,0.120924507216153
0.327272727272727,0.0333025228360157,0.0954348436050261,0.401907746142746,0.332205318714264,0.128706465987972
0.237762237762238,0.137627772944759,0.204615327242333,0.25664274972435,0.168359941944848,0.114022460706926
0.237762237762238,0.0587273616987623,0.0454653816833319,0.214935074832575,0.165457184325109,0.0885162515755983
0.153846153846154,0.0286456067855589,0.0,0.129053059207459,0.0628930817610063,0.049876872512084
0.0,0.0,0.0921770581215607,0.0,0.0,0.0
0.0713286713286713,0.0,0.149798191377798,0.0623664894582542,0.0512820512820513,0.0300835125113514
0.138461538461538,0.0310504843668212,0.180823870384434,0.120622192591359,0.137397194000968,0.0731465783376724
0.229370629370629,0.113743164730007,0.302210007572943,0.224423442483442,0.168359941944848,0.0987745069275607
0.314685314685315,0.0482546759460635,0.14606703720682,0.262734169284419,0.320754716981132,0.0943003435948178
0.254545454545455,0.141864476725679,0.28518815409491,0.273293438725018,0.171262699564586,0.117940002215108
0.223776223776224,0.0448564593301435,0.118855977753614,0.214972649246179,0.218190614417029,0.080901369018876
0.138461538461538,0.0615077207481514,0.0734716920037088,0.117571625726207,0.137397194000968,0.049297055161113
0.146853146853147,0.0356812744671596,0.0,0.0651283297117195,0.0595065312046444,0.0337072925332172
0.0,0.0,0.0250170405680317,0.0,0.0,0.0
0.109090909090909,0.0,0.0382560833693052,0.0996090780990781,0.0706337687469763,0.0274226035007755
0.184615384615385,0.095489886907351,0.0493882630336501,0.193448951698197,0.127237542331882,0.0869768269161729
0.216783216783217,0.15325956937799,0.0502622838509142,0.255269474495875,0.142235123367199,0.12200349638334
0.230769230769231,0.210009786863854,0.0524961583148775,0.323405230147385,0.171662635058862,0.146020895265243
